,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
335,"With a campus spanning more than 1,300 acres in urban Jacksonville, FL, the University of North Florida is a public university that is near a nature preserve, hiking trails and lakes.<br>UNF offers 60 different bachelor’s programs for students to choose from. Psychology is the most popular area of study, closely followed by communications, business and nursing.<br>There are more than 200 active student organizations on campus, including 32 Greek life organizations.<br>There are numerous need-based and merit scholarships available at UNF, such as a scholarship for Pell grant recipients who graduated top ten from a Florida high school, as well as a state-funded grant for first-generation college students. Each college within the university also has their own department-based scholarships.",336,University of North Florida,FL,17117,Urban,89100.0,University of North Florida,http://www.unf.edu,(904) 620-1000,http://onforb.es/NirAAO,https://specials-images.forbesimg.com/imageserve/55b94fafe4b05c2c3432460f/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Jacksonville,South,1972.0,FL,495,30.272364,-81.507054,31.0,69.0,83.0,48.0,35.0,61.0,41.0,59.0,91.0,12201.0,2430.0,12.0,62.0,71.0,0.2,5.3,0.1,9.8,13.3,63.4,5.0,0.5,2.4,0.0,75.0,0.0,58.0,54.0,62.0,60.0,100.0,48.0,https://twitter.com/UNFCampusLife,https://www.facebook.com/UofNorthFlorida,www.linkedin.com/edu/school/UofNorthFlorida,www.instagram.com/UofNorthFlorida,http://www.unf.edu/visitorscenter/,31.0,30.0,2.0,66.0,55.0,9493.0,32.0,31.0,2.0
336,"Goucher College is a liberal arts institution in Baltimore, MD, that strives to give every student a globalized education. The college requires all students who entered as a first-year student to complete a study abroad program. <br>There are 30 majors at the college. During their final year, undergraduates must complete a capstone class or a project within their major. Through this process, students are encouraged to develop a portfolio to showcase in a symposium.<br>There are more than 60 student clubs on campus, such as religious organizations, service groups, and unique clubs such as the Historic European Martial Arts Club. <br>Goucher holds many traditions on campus, such as Get Into Goucher day and a spring celebration for academic achievement and the arts. Students can also take advantage of several networking opportunities, such as Coffee Chats with alumni.<br>In the 2019-20 academic year, 97% of students received financial aid and applicants are automatically considered for merit scholarships of up to $35,000.",337,Goucher College,MD,2168,Urban,92500.0,Goucher College,http://www.goucher.edu,410-337-6100,http://onforb.es/NirzNl,https://specials-images.forbesimg.com/imageserve/559acfa2e4b05c2c3431b087/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Baltimore,Northeast,1885.0,MD,374,39.409412,-76.600643,36.0,64.0,75.0,0.0,55.0,66.0,30.0,70.0,21.0,1291.0,131.0,2.0,63.0,68.0,0.2,3.5,0.1,17.3,8.2,51.0,3.0,14.4,2.3,0.0,76.0,0.0,66.0,48.0,67.0,67.0,79.0,67.0,http://www.twitter.com/gouchercollege,https://www.facebook.com/gouchercollege,http://www.goucher.edu/linkedin,,http://tour.goucher.edu/,30.0,29.0,19.0,19.0,100.0,31802.0,62.0,61.0,6.0
337,"A midsize private university with campuses in Manhattan and Old Westbury, NY, the New York Institute of Technology provides its students with a STEM education that emphasizes career readiness.<br>NYIT offers undergraduate students 41 majors across 6 different colleges. The most popular programs are in engineering, IT and architecture.<br>Within 6 months of graduating, 94% of NYIT graduates found work or were furthering their education. <br>The school’s Computer Graphics Lab helped pioneer some of the 20th century’s biggest advancements in computer animation, and boasts founders and key artists at Pixar, Disney and Dreamworks among its alumni.<br>Notable NYIT alumni include Univision CEO Vincent Sadusky and Argus Cybersecurity’s North American president LaVern Rhaburn Sula.",338,New York Institute of Technology,NY,7230,,104400.0,New York Institute of Technology,http://https://www.nyit.edu,,,https://specials-images.forbesimg.com/imageserve/615f59360ddf7970a9fea398/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Old Westbury,Northeast,,NY,1034,,,13.0,87.0,81.0,36.0,32.0,53.0,56.0,44.0,25.0,3296.0,373.0,0.0,49.0,63.0,0.2,20.7,0.2,7.4,12.4,30.1,3.5,8.5,17.0,100.0,59.0,50.0,52.0,48.0,56.0,50.0,54.0,50.0,,,,,,47.0,38.0,11.0,43.0,98.0,26724.0,58.0,57.0,5.0
338,"Located in the heart of Detroit, MI, Wayne State University utilizes its urban location to provide students with robust academic, research and extracurricular experiences. <br>Undergraduates can choose from over 80 degrees across eight colleges and schools. WSU also has satellite campuses throughout Southeast Michigan and online programs. <br>WSU is one of 10 public urban universities to receive the highest Carnegie Foundation rating for research intensiveness and community engagement. The university has research partnerships with Michigan State University and the University of Michigan, and in 2020, boasted over $300 million in research awards. <br>Wayne has tuition pledge programs for Detroit high school graduates and low-income students that guarantee zero out-of-pocket expenses for tuition and fees. <br>More than 1,900 new jobs have been created through TechTown, Wayne State's research park and business incubator. Over half of employed graduates remain in Michigan.",339,Wayne State University,MI,26824,Urban,90000.0,Wayne State University,http://wayne.edu,313-577-2424,http://onforb.es/MvHXNI,//specials-images.forbesimg.com/imageserve/5d51b79b68cb0a000916c059/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Detroit,Midwest,1868.0,MI,562,42.356791,-83.064949,31.0,69.0,79.0,49.0,20.0,48.0,42.0,58.0,618.0,13705.0,3272.0,47.0,46.0,49.0,0.3,9.5,0.1,14.6,5.1,55.1,6.9,3.0,5.4,0.0,63.0,50.0,24.0,39.0,53.0,32.0,56.0,63.0,https://twitter.com/waynestate,https://www.facebook.com/waynestateuniversity,https://www.linkedin.com/edu/school?id=19562&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405632236503%2CVSRPtargetId%3A19562%2CVSRPcmpt%3Aprimary,http://instagram.com/waynestate,http://virtualtour.wayne.edu/,48.0,44.0,16.0,8.0,94.0,9243.0,49.0,49.0,5.0
339,"Saint Mary’s College of California in Moraga, CA, guides students’ intellectual and spiritual development through a liberal arts education. <br>Undergraduates can choose from over 40 majors, as well as a number of pre-professional and dual degree programs. The Collegiate Seminar is the heart of Saint Mary's core curriculum and consists of four courses that examine major works of Western civilization. <br>January Term lets students explore a single topic through an in-depth month-long course. <br>Outside of the classroom, there are over 10 centers and institutes and over 50 student organizations. The Mission and Ministry Center holds community liturgies and retreats. <br> More than half of students identify as non-white, and the majority of students hail from California. The High Potential (HP) Program/TRIO Student Support Services provides access to education for dedicated students from traditionally underrepresented groups. ",340,Saint Mary's College of California,CA,3692,Suburban,118900.0,Saint Mary's College of California,http://www.stmarys-ca.edu,(925) 631–4000,http://onforb.es/NirPfa,https://specials-images.forbesimg.com/imageserve/55b91599e4b05c2c343242dc/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Moraga,West,1863.0,CA,84,37.843851,-122.112331,17.0,83.0,84.0,0.0,69.0,76.0,40.0,60.0,75.0,2360.0,203.0,1.0,71.0,83.0,0.4,10.1,1.3,4.9,24.8,40.2,6.4,8.5,3.4,75.0,83.0,50.0,73.0,67.0,79.0,82.0,74.0,50.0,https://twitter.com/stmarysca,https://www.facebook.com/stmarysca,http://www.linkedin.com/company/saint-mary's-college-of-california,http://instagram.com/stmarysca,http://www.campustours.com/prodfeatures/stmarysca/index.html,25.0,25.0,20.0,26.0,99.0,30395.0,83.0,83.0,3.0
340,"Butler in is a private university in Indianapolis, IN, that emphasizes experiential and service learning. <br>Undergraduates can choose from over 80 majors. Popular programs include marketing, finance, biology and health sciences. A Butler education is highlighted by the core curriculum, which involves community engagement, cultural and social justice requirements. <br>Over 75% of students complete one or more internships and about 40% study abroad during their time at Butler. <br>The “Butler Tuition Guarantee” is based on financial need and awards up to full tuition for high achieving students from Marion County in Indiana. <br>Approximately 97% of Class of 2020 respondents were employed or in graduate school.",341,Butler University,IN,5515,Urban,104500.0,Butler University,http://www.butler.edu,800-368-6852,http://onforb.es/MvI2Rp,http://specials-images.forbesimg.com/imageserve/57768ce1a7ea436bd18c0e39/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Indianapolis,Midwest,1855.0,IN,332,39.839459,-86.168957,10.0,90.0,88.0,0.0,73.0,81.0,39.0,61.0,89.0,4534.0,61.0,0.0,79.0,84.0,0.2,3.4,0.0,3.3,4.8,82.5,3.3,1.2,1.3,100.0,74.0,0.0,69.0,66.0,82.0,77.0,96.0,75.0,https://twitter.com/butleru,https://www.facebook.com/butleruniversity.official,http://www.linkedin.com/groups?gid=1869922&trk=group-name,http://instagram.com/gobutleru/#,http://www.butler.edu/admission/visits/virtual-tour/,14.0,14.0,5.0,11.0,93.0,19513.0,48.0,47.0,12.0
341,"Situated on 1,000 acres overlooking the Hudson River and the Catskill Mountains, Bard College in Annandale-on-Hudson, NY, stresses the importance of multidisciplinary studies and rigorous liberal arts education. <br>The college has 35 standalone majors across four divisions, as well as the option for interdivisional programs and concentrations. Students who study fine arts or social sciences make up more than half of the student body.<br>There are more than 150 student clubs on campus, including a variety of performing arts groups, political organizations and service opportunities.<br>About 73% of undergraduate students receive financial aid from the college, covering on average 63% of the cost of attendance. The college offers many scholarships, such as the “New Generation” Scholarship for those whose parents were born outside of the U.S.",342,Bard College,NY,2289,Rural,89400.0,Bard College,http://www.bard.edu/,845-758-6822,http://onforb.es/MvHOtB,https://specials-images.forbesimg.com/imageserve/577684ffa7ea436bd18c0cc3/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Annandale-on-Hudson,Northeast,1860.0,NY,218,42.012526,-73.908337,4.0,96.0,85.0,0.0,64.0,77.0,40.0,60.0,39.0,1868.0,35.0,3.0,75.0,79.0,0.2,3.8,0.0,5.2,10.1,50.6,5.2,9.5,15.4,100.0,92.0,0.0,78.0,50.0,77.0,0.0,73.0,73.0,https://twitter.com/BARDCollege,https://www.facebook.com/BardCollegeNY,http://www.linkedin.com/company/bard-college,,,24.0,24.0,22.0,13.0,71.0,45183.0,52.0,51.0,5.0
342,"John Brown University is a private institution in Siloam Springs, AK, that provides students with a Christ-centered education. <br>JBU offers over 50 undergraduate majors, including new majors in humanitarian and disaster relief, economics and integrated marketing communications. Popular programs include nursing, psychology and kinesiology. JBU Online allows students with no prior college credit to earn their bachelor's degree online. <br>JBU has a study abroad program in Belfast, Ireland, where it owns its own manor. On campus, students are required to attend a set number of chapel services and sign a Community Covenant that outlines lifestyles in accordance with the Bible. <br>High-achieving students are invited to interview for competitive scholarships—the Presidential Scholarship, worth $27,500, and the Chancellor’s Scholarship, worth $14,000. Merit scholarships based on high school GPA and test scores range from $5,000 to $12,000. <br>Approximately 85% of the Class of 2020 was employed, in graduate school, in the military or volunteering within six months of graduating.",343,John Brown University,AR,2319,Rural,81000.0,John Brown University,http://www.jbu.edu,479-524-9500,http://onforb.es/NirCJd,//specials-images.forbesimg.com/imageserve/559d7646e4b05c2c3431c0dd/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Siloam Springs,South,1919.0,AR,333,36.18726,-94.558494,36.0,64.0,82.0,0.0,62.0,72.0,40.0,60.0,320.0,1265.0,190.0,2.0,74.0,70.0,1.5,1.6,0.2,3.3,6.9,74.4,4.6,3.0,4.5,60.0,80.0,0.0,25.0,73.0,72.0,58.0,75.0,86.0,https://twitter.com/JohnBrownUniv,https://www.facebook.com/JohnBrownUniversity,http://www.linkedin.com/company/john-brown-university,http://instagram.com/johnbrownuniversity,http://www.jbu.edu/experience/,30.0,29.0,26.0,35.0,94.0,17890.0,55.0,54.0,23.0
343,"A large public university in southern Minnesota, MSU Mankato champions innovative research and local and global citizenship.<br>Undergraduates at Mankato can choose from 130 programs of study. The school offers a number of pre-professional programs as well. Students who study aviation are put into a hiring pipeline with Delta and Sun Country.<br>Despite being a small city, Mankato has a diverse, international outlook. About 1 in 14 students are international, and the school hosts regular cultural events and an annual international festival.<br>Students can apply for scholarships through the centralized, single-application “Scholarship Finder.” The average financial aid award is just shy of $10,000.<br>Glen Taylor, the printing billionaire and former owner of the Minnesota Timberwolves, is an alumnus.",344,"Minnesota State University, Mankato",MN,14325,Urban,91200.0,"Minnesota State University, Mankato",http://www.mnsu.edu/,507-389-1822,http://onforb.es/MvI3ox,//specials-images.forbesimg.com/imageserve/557f3b0de4b017853ecec0e1/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Mankato,Midwest,1868.0,MN,595,44.196389,-94.048189,23.0,77.0,77.0,65.0,26.0,49.0,45.0,55.0,710.0,10494.0,1268.0,7.0,47.0,52.0,0.3,3.4,0.1,5.0,4.9,72.7,3.4,1.6,8.6,38.0,36.0,100.0,28.0,43.0,52.0,40.0,74.0,52.0,https://twitter.com/MNSUMankato,https://www.facebook.com/MNStateMankato,http://www.linkedin.com/company/minnesota-state-university-mankato,,http://www.mnsu.edu/admissions/virtualtour/,27.0,25.0,14.0,36.0,29.0,5537.0,64.0,63.0,20.0
344,"The smallest campus of the California State University system and the only maritime academy on the West coast, the California State University Maritime Academy in Vallejo, CA, provides immersive, hands-on experiences for students. <br>Cal Maritime offers seven majors: business administration, global studies and maritime affairs, marine transportation, mechanical engineering, facilities engineering technology, marine engineering technology and oceanography—the newest major. <br>Over the summer, the Training Ship Golden Bear exposes students to the responsibility of running a vessel and international ports of call. Students are required to complete internships in shore-side companies, with government agencies or aboard commercial ships. <br>A staple to the academy experience is the being part of the Corps of Cadets, which includes adhering to shared uniform and grooming standards, living by core values, punctuality and supporting shipmates. There is no armed service obligation attached to graduation from Cal Maritime. <br>The university offers the Presidential Scholarship for California residents valued at $6,000 annually, and is a member of the Western Undergraduate Exchange, which allows students from select states to attend at a reduced out-of-state tuition rate.",345,California State University Maritime Academy,CA,941,Urban,132900.0,California State University Maritime Academy,http://https://www.csum.edu/web/mycampus/home;jsessionid=788be41b906ebd9485432c0ba641d830,(707) 654-1000,http://onforb.es/NirPMg,https://specials-images.forbesimg.com/imageserve/559c2d8be4b05c2c3431baae/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Vallejo,West,1929.0,CA,274,38.069037,-122.229907,6.0,94.0,76.0,0.0,51.0,67.0,83.0,17.0,8.0,823.0,80.0,0.0,66.0,70.0,0.6,10.0,1.8,3.0,21.8,44.6,10.4,7.1,0.7,0.0,58.0,0.0,50.0,71.0,68.0,71.0,43.0,0.0,https://twitter.com/Cal_Maritime,https://www.facebook.com/californiamaritimeacademy,http://www.linkedin.com/company/california-maritime-academy,,,23.0,27.0,11.0,30.0,29.0,8411.0,44.0,44.0,5.0
